Geneid	Trspfl_RNA_1	control_RPF_1	Trspfl_RPF_2	control_RPF_2	Trspfl_RNA_2	Trspfl_RPF_1	control_RNA_1	control_RNA_2
Ginm1	891	108	184	113	814	160	398	564
Plekhs1	0	2	0	0	4	0	1	1
Scgb1b29	0	0	0	0	0	0	0	0
Gm5141	4	0	0	0	2	0	1	3
Ccdc149	59	24	22	11	81	14	44	53
Sspn	21	2	4	6	15	2	16	8
Bcl2l1	663	36	91	72	609	76	462	515
Map3k10	177	0	3	0	198	1	117	128
Gzmn	0	0	0	0	0	0	0	0
Clgn	0	0	0	0	0	0	0	0
Klra8	0	0	0	0	0	0	0	0
Gm20822	0	0	0	0	0	0	0	0
AI987944	195	16	31	30	220	26	134	187
Cgnl1	1467	133	310	112	1391	271	762	952
Col17a1	0	0	0	0	3	1	0	2
Pde7a	92	2	8	3	73	7	53	51
Klhl12	249	61	84	35	234	69	158	187
Tnfrsf22	5	1	3	0	6	1	1	4
Stard6	2	0	0	0	2	0	3	1
Ogdh	3310	1988	3813	1863	2820	2760	1980	2427
Bpifb5	0	0	0	0	0	0	0	0
Ptp4a2	1264	51	77	40	1142	37	942	1098
Sez6l	0	0	0	0	0	1	0	0
Zfp322a	222	15	21	15	204	24	115	145
Slc19a2	1907	556	403	451	1723	315	2102	2710
Uros	528	28	77	27	606	63	252	274
Urod	1649	762	1069	538	1803	660	1099	1281
Akap1	1779	538	623	431	1614	489	1377	1553
Ak4	717	35	41	23	693	38	493	747
Sypl	818	277	679	410	739	498	540	632
Eny2	1227	182	706	514	1340	569	481	1038
Man1c1	35	12	12	11	40	8	28	20
Gpatch3	91	21	30	17	106	20	84	82
Olfr154	0	0	0	0	0	0	0	0
Azi2	851	84	94	57	760	87	547	750
Dmrt1	0	0	0	0	0	0	0	0
Gtf2ird2	103	31	40	32	66	27	64	88
Dnajb7	0	0	0	0	2	0	1	0
Noc3l	108	50	110	49	102	82	42	72
Rcn3	85	25	36	20	94	33	58	73
Yif1a	555	108	197	95	594	98	283	379
Trabd2b	1	0	0	0	4	0	3	1
Arhgef33	1	0	1	1	0	0	0	0
C8b	6019	3164	2365	2790	4913	1988	6154	7777
Cxcl17	1	0	0	0	0	0	0	1
Bloc1s5	499	60	131	49	571	108	275	318
Myl6b	23	3	5	4	26	6	13	7
Nkx6-3	0	0	0	0	0	0	0	0
Ddx28	219	116	136	83	178	95	164	194
Hsf2bp	0	2	0	0	0	0	4	0
Zfp661	37	4	9	3	42	6	34	33
Scaf11	911	230	485	250	887	348	507	630
Samt4	0	0	0	0	0	0	0	0
Mon2	1356	427	622	300	1188	408	878	950
Polr3e	239	46	69	33	258	54	130	148
Erlin1	894	125	232	178	974	163	626	842
Olfr151	0	0	0	0	0	0	0	0
Zfand1	64	7	6	1	65	6	27	42
B9d1	6	1	2	1	14	0	1	6
Smim8	373	39	152	53	389	107	138	203
Pax6	2	0	0	0	1	0	2	0
Abcc9	212	219	240	162	231	199	201	221
Fstl4	0	0	0	1	0	1	0	0
Kank3	56	19	25	16	78	15	37	66
Fgfr3	605	39	94	24	704	43	335	341
Gabra1	0	0	0	0	0	0	0	0
Gk5	3	1	1	0	5	1	2	3
Rpp40	123	51	78	37	132	47	67	99
Slc6a15	0	0	0	0	0	0	0	0
Slfn9	30	7	16	6	28	18	18	15
Ranbp3l	18	2	7	2	19	1	6	12
Nol11	249	97	188	115	265	170	114	176
Cep152	64	8	17	8	87	8	40	66
5830411N06Rik	1	0	1	0	0	0	0	0
F8	493	380	615	335	462	452	266	287
S100a14	0	0	0	0	0	0	0	0
Fmnl1	26	4	18	4	30	7	15	14
Car12	0	0	0	0	0	0	0	0
Jakmip1	5	0	2	1	2	0	5	1
Nasp	377	82	247	144	387	219	181	316
Smad2	360	61	141	65	345	114	193	284
Dcstamp	1	0	0	0	0	0	1	0
Ackr1	32	1	21	1	35	8	9	8
Des	18	9	27	16	24	20	19	28
Defb2	0	0	0	0	0	0	0	0
Ddx4	0	0	0	0	0	0	1	0
S1pr4	9	2	0	1	9	2	0	4
Asb1	126	3	5	2	115	8	84	98
Sp8	0	0	0	0	0	1	0	0
Rtn2	1	3	0	1	4	1	3	4
Ccdc115	90	16	14	16	88	8	37	71
Fam216a	52	6	16	5	49	9	30	26
Tacr3	0	0	0	0	0	0	0	0
Ngly1	1111	172	344	189	958	288	549	819
Cand2	8	4	8	1	13	8	2	9
Gpx8	17	1	4	3	19	5	15	14
Fastkd3	117	15	24	12	127	17	48	73
Mfsd3	319	78	122	47	322	60	159	196
Aldh3b1	183	9	75	18	205	56	18	18
Pole3	210	40	107	62	225	86	84	189
Slx4ip	50	6	5	6	51	8	33	46
Cyfip1	810	425	846	395	740	597	550	638
D830031N03Rik	34	6	14	4	49	6	37	23
Egfl7	358	25	50	23	372	23	208	248
Exosc1	148	31	47	29	157	27	68	116
Becn2	0	0	0	0	0	0	0	0
Col9a1	1	0	0	0	1	0	0	0
Gabrb2	0	0	0	0	0	0	0	0
Vps39	345	75	93	51	332	66	190	246
Ppcdc	206	17	13	5	231	11	118	153
Ptprf	1590	679	647	505	1457	453	1391	1638
Acin1	685	209	472	231	660	315	357	528
Htr3b	0	0	0	0	0	0	0	0
Pik3cg	23	7	16	8	17	8	15	14
Trim44	644	74	132	69	548	77	475	489
Kcnv1	0	0	0	0	0	0	0	0
Krtap4-7	0	0	0	0	0	0	0	0
Spp2	2565	650	1067	548	2573	851	1138	1438
Pank2	348	62	105	84	333	74	242	269
Mvb12a	1026	252	345	214	1072	248	552	757
Rnf112	0	0	1	0	0	0	0	0
Pex11g	992	427	476	220	927	262	830	854
Nudt12	920	217	519	295	966	542	575	786
Midn	415	129	175	87	362	127	251	370
Stox2	11	7	3	5	9	2	7	7
Mier3	292	76	137	88	238	103	161	207
Fcho2	480	171	365	160	416	257	265	357
Morn4	0	0	0	0	5	0	3	0
Prnp	458	83	127	70	445	97	236	282
4930402F06Rik	0	0	0	0	0	0	0	0
Myo1a	0	0	0	0	0	0	0	0
Cldn34b2	0	0	0	0	0	0	0	0
Tspyl5	5	1	1	0	3	0	8	8
Lrrc9	1	0	0	0	1	0	0	1
Nanos3	0	0	0	0	0	0	0	0
Ffar1	0	0	0	0	0	0	0	0
Rtl1	1	0	0	0	0	2	0	0
Mfsd7a	46	9	18	4	45	12	26	35
Colec11	736	109	116	88	849	76	504	546
Ppp4r3a	669	183	326	193	512	228	409	565
Cdc45	48	5	5	3	40	9	25	28
Gm10665	0	0	0	0	0	0	0	0
Usp19	1241	524	834	332	1131	531	755	838
Calb2	0	0	0	0	0	0	0	0
Anxa2	402	116	274	99	443	163	190	235
Gm10670	0	0	0	0	0	0	0	0
Rabl3	180	50	130	66	171	82	117	123
Rbck1	794	71	109	42	823	92	487	500
Map2k4	781	178	283	161	607	240	471	619
Mmadhc	1333	601	653	441	1054	546	950	1046
Slc6a16	5	3	3	6	6	3	17	10
Tle4	129	56	91	47	165	41	118	142
Ralgapb	321	76	124	55	317	114	178	209
Tcp10a	0	0	0	0	0	0	0	0
Pcdhb17	16	2	2	1	10	0	1	3
Pcdhb16	8	2	5	0	3	4	3	2
Nkx3-2	0	0	0	0	0	0	0	0
Mfap5	2	1	0	0	0	0	0	3
LOC100861615	0	0	0	0	0	0	0	0
Gm3558	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	0	0
Gm6763	0	0	0	0	0	0	0	0
Gm8764	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0
Dynlt1c	0	0	0	0	0	0	0	0
Mb	9	1	0	0	1	2	1	0
Gm20765	0	0	0	0	0	0	0	0
Gm5795	0	0	0	0	0	0	0	0
Slc25a14	53	24	19	14	47	7	34	27
Ctnnbip1	170	28	25	8	139	17	116	101
Zgpat	375	65	126	33	456	57	218	219
Slc35c2	457	13	33	12	458	29	178	212
Psma6	2315	924	1897	1101	2091	1395	1504	2011
Ppwd1	185	54	124	55	119	98	86	119
Lrig3	181	28	70	39	179	42	90	139
Ikbkg	2670	241	463	180	2580	341	1048	1401
Sidt1	2	0	0	1	0	0	3	0
Trappc12	377	161	268	105	351	209	221	221
Apol7a	694	175	291	161	1015	169	653	722
Jmy	306	101	102	113	258	110	197	299
Taf4b	35	7	14	5	30	12	19	33
Slco2b1	2037	695	835	507	2012	619	1596	1636
Trim46	2	1	0	0	3	0	2	2
Mta3	200	81	177	66	188	113	95	141
Gpm6b	13	1	7	2	16	3	3	10
Zfp82	7	0	0	0	5	0	3	4
Mfsd6	122	52	23	17	133	19	121	113
Septin5	12	13	8	3	7	6	26	17
Defa32	0	0	0	0	0	0	0	0
Mmp16	0	0	0	0	0	0	0	0
Med8	522	127	162	116	499	140	400	460
Txnrd3	34	40	18	31	42	16	53	89
Anxa7	2006	370	1502	645	1877	1074	765	1227
Naga	538	246	395	196	583	250	321	369
Icosl	25	4	5	1	36	1	16	18
Chia1	0	0	0	0	0	0	0	0
Fbxo17	9	2	2	1	16	0	8	14
Fbxo16	0	0	0	0	0	0	0	0
Tdrd12	0	0	0	0	2	0	1	1
Plppr3	14	0	1	1	15	0	8	10
Slc27a4	572	185	187	105	516	135	403	339
Uba52	608	13	16	18	750	10	310	511
Jag1	78	41	45	45	73	34	35	61
Dydc2	0	0	0	0	0	0	0	0
Mthfr	193	51	30	31	159	24	327	233
Zbtb10	96	16	36	19	63	35	35	60
4933409G03Rik	0	0	0	0	0	0	1	0
Thsd4	13	1	2	3	9	2	8	8
Olfr1408	0	0	0	0	0	0	0	0
Hcrtr1	0	0	0	0	0	0	0	1
Mpdz	278	148	289	113	351	191	229	244
Nebl	2	1	0	1	3	0	4	3
Serbp1	3639	894	1774	1115	3610	1397	1815	2976
Arhgef1	554	178	291	126	528	208	372	439
Amelx	0	0	0	0	0	0	0	1
Snx27	373	67	142	40	328	86	263	310
Crp	11053	3048	4242	2964	11307	3050	7268	10046
Pcdha6	0	0	0	0	0	0	0	0
Pcdha4	0	0	0	0	0	0	0	0
Slc4a7	186	67	127	72	125	111	96	151
Ints2	147	47	76	32	168	55	103	110
Tmem74b	0	0	0	0	0	0	1	1
Muc15	0	0	0	0	0	0	0	0
I830077J02Rik	2	1	1	0	4	1	3	2
Slc22a15	77	22	24	8	91	12	37	45
Gm10487	0	0	0	0	0	0	0	0
Zscan21	252	71	91	64	256	50	164	202
Mrpl41	299	50	72	32	303	46	208	224
Mcm5	116	34	41	11	88	50	39	25
Mrgpre	29	5	4	4	29	2	13	13
Fbxo46	31	15	11	5	36	10	30	43
Ppm1k	1042	515	755	529	770	653	916	925
Rfx5	195	14	50	8	198	24	97	102
Yipf2	279	58	99	59	277	60	204	186
Crk	1800	89	93	68	1586	67	1444	1681
Bmpr1b	0	0	0	0	0	0	0	1
1700020N15Rik	0	0	0	0	0	0	0	0
Clk2	53	4	0	1	35	2	23	34
Vmn2r113	0	0	0	0	0	0	0	0
Vmn2r112	1	0	0	0	0	0	3	0
Vmn2r111	0	0	0	0	0	0	2	0
Vmn2r110	0	0	0	0	0	0	0	0
Aurka	61	15	18	3	56	13	33	33
Gsg1l2	0	0	0	0	0	0	0	0
Cfap54	13	0	4	3	11	2	2	2
Lmnb2	227	52	98	43	229	50	78	114
Tmem268	78	5	7	3	93	5	64	67
Anapc10	42	4	8	2	45	5	27	43
Arhgef9	88	5	10	3	81	8	32	44
Pcbp2	943	293	885	380	746	609	594	863
Thsd1	56	10	19	11	55	8	22	33
Vti1a	189	74	94	48	169	83	77	107
1700093K21Rik	0	0	0	0	0	0	0	0
Grm6	0	0	0	0	0	0	0	0
Zfp28	6	1	4	0	20	4	5	8
Mzt1	258	26	30	14	227	29	154	165
AA792892	0	0	0	0	0	0	0	0
8030462N17Rik	188	43	63	37	188	49	136	199
Chm	347	96	209	107	307	164	195	237
Ctsa	2108	843	1333	821	2239	975	1069	1748
Nipa2	310	43	43	25	265	30	227	247
Insl5	0	0	0	0	0	0	0	0
Mpz	4	0	0	0	3	1	3	5
Mrps14	630	195	313	209	649	251	383	510
Snrnp40	230	81	124	49	192	63	112	159
Fam174a	263	8	34	14	288	14	128	238
Vav3	18	6	17	10	16	19	13	17
Hypk	515	142	392	209	559	309	347	460
Prss37	0	0	0	0	0	0	0	0
Ctnnd2	4	0	1	0	0	0	1	2
Crisp1	0	0	0	0	0	0	0	0
Cdh23	0	0	0	0	3	0	0	0
Glra1	0	0	0	0	1	0	0	0
Lactb	856	419	508	365	829	414	573	812
Sdhaf2	542	161	224	119	555	138	340	407
Haao	5692	1830	2704	1904	6074	2024	3528	5654
Smug1	206	14	10	9	152	9	134	164
Smarca1	6	1	2	1	3	2	3	4
Sdsl	196	52	70	35	184	55	109	108
Cttnbp2	12	1	4	1	2	2	2	1
N4bp2l1	732	126	162	93	712	137	385	606
Zfp60	162	13	30	26	134	40	94	135
Rnf145	339	35	57	26	384	32	198	304
Pgghg	702	187	252	100	698	168	427	412
Mfn2	1469	379	626	284	1328	458	946	1001
Tafa2	194	1	17	1	242	10	10	16
5330417C22Rik	43	4	34	1	28	35	7	3
Crisp3	0	0	0	0	0	0	0	0
Anapc16	563	77	91	67	542	61	344	421
Atf7	275	78	85	50	220	56	170	234
Kcnq5	1	0	0	0	2	0	0	1
Ccdc90b	289	25	69	24	250	51	91	147
F10	8269	2715	4261	3094	9484	3352	5915	7873
Cyp2d26	9371	5000	5643	4000	10152	3946	7358	8594
Defb10	0	0	0	0	0	0	0	0
Defb35	0	0	0	0	0	0	0	0
Defb11	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0
Fam183b	0	0	0	0	0	1	0	0
Exoc7	398	181	340	146	369	236	233	268
Vmn1r192	1	0	0	0	0	0	0	0
Vps72	130	33	50	32	149	34	86	115
Hoxd11	0	0	0	0	0	0	0	0
Calu	1903	359	665	448	1643	527	1387	1552
Pdrg1	675	85	140	70	681	69	354	459
Cln6	85	8	27	4	68	13	32	42
Txlng	222	36	58	52	188	61	138	148
Slc51b	8	0	3	1	7	5	1	1
Lce1a1	0	0	0	0	0	0	0	0
2410137M14Rik	1	0	0	0	1	0	3	0
2410124H12Rik	0	0	0	0	0	0	0	0
Wdr13	423	42	54	33	413	48	298	346
Tubgcp2	289	68	172	58	242	118	113	153
Cpsf6	572	165	213	178	422	195	400	505
Pcdh7	9	3	9	1	16	4	10	11
Iqce	76	15	60	16	68	39	41	23
Ccser2	610	95	145	79	570	101	391	431
B3gnt9	15	1	1	2	10	0	8	5
Vps18	299	147	210	109	281	119	237	258
Nup214	177	125	168	77	152	110	87	103
Pirt	0	0	0	0	0	0	0	0
Os9	3984	1416	2603	1335	4076	1726	2211	2769
Usp47	2730	627	1012	562	2560	804	1708	2057
Lrrc8d	580	172	262	108	542	162	369	341
Limd2	236	10	72	15	271	39	72	114
Slc26a5	0	0	0	0	0	0	0	0
Tbcel	1709	155	578	153	1862	362	705	891
9330182L06Rik	5	5	0	2	1	1	8	7
Prl7a1	0	0	0	0	0	0	0	0
Gm4724	0	0	0	0	0	0	0	0
Dis3l2	293	166	267	146	273	211	160	215
Aimp2	122	123	157	78	132	99	103	114
Ubr2	1073	649	1079	639	989	732	878	1102
Polm	61	4	10	5	61	5	46	22
Sh3gl3	1	0	0	0	2	0	2	0
Akirin1	338	43	41	24	340	27	161	249
Inpp5d	63	22	57	23	74	42	38	50
Elmsan1	202	25	44	23	177	40	140	151
Tshz2	60	14	23	8	84	10	67	104
Agpat4	19	8	18	4	16	11	12	12
Vmn1r78	0	0	0	0	0	0	0	0
Vmn1r75	0	0	0	0	0	0	0	0
Marchf8	1951	63	69	56	1862	67	1432	1719
Cdc37l1	1036	111	114	77	1001	91	730	895
Trpc7	0	0	0	0	0	1	0	0
Vkorc1l1	743	1	1	0	634	1	455	541
Cebpb	1714	383	426	298	1628	321	908	1154
Adcyap1	0	0	0	0	0	0	0	0
Srebf2	548	298	346	191	568	169	524	497
Ngfr	40	15	14	8	47	10	39	35
Snurf	0	9	35	11	0	26	0	0
B3galt5	1	0	0	0	1	0	0	0
Robo4	184	105	122	41	124	79	100	119
Gpr50	0	0	0	0	0	0	0	0
Nabp1	508	20	77	32	448	68	170	293
Ubtf	959	250	590	257	957	368	543	723
Rhox6	0	0	0	0	0	0	0	0
Gdnf	0	0	0	0	0	0	0	0
Wapl	1388	360	541	345	1119	435	892	1083
Chtop	562	34	80	51	592	47	378	496
Pms1	87	27	45	28	113	31	84	76
Map1lc3b	1236	2	6	4	1038	14	675	902
Isoc2b	353	71	159	69	385	104	177	195
Mrpl10	860	94	116	85	843	100	538	568
Got1l1	0	0	0	0	0	0	0	0
Llcfc1	0	0	0	0	0	0	0	0
Lims1	268	40	104	55	281	84	174	196
Vwa8	3589	953	1788	885	2971	1197	2072	2557
Fkbp1a	414	66	129	82	351	91	240	305
Cpne6	3	0	0	0	1	0	1	0
Cplx2	6	0	1	2	7	2	5	6
Npnt	17	1	4	3	13	1	5	1
Tgfb1i1	13	11	16	3	16	13	13	16
Ube2a	392	167	235	150	426	155	267	384
Rad51d	284	32	53	20	224	27	154	161
Anxa9	16	1	4	3	25	1	12	15
Frrs1	172	131	134	76	176	105	125	128
Fam205a2	0	0	0	0	0	0	0	0
Lef1	5	1	1	0	1	0	1	0
Rnf214	460	94	208	123	428	168	276	340
Cdkn2aip	301	41	73	42	295	56	168	265
Abraxas1	89	33	39	23	83	32	48	54
Ccdc50	841	86	114	72	742	79	548	738
Txndc5	3132	1026	950	757	3160	717	2938	2994
Syngr4	4	0	1	0	1	1	1	1
Magea4	0	0	0	0	0	0	0	0
Zmynd11	615	99	187	111	570	154	374	540
Capza3	0	0	0	0	0	0	0	0
Capza2	1629	402	723	445	1525	615	1058	1294
Clns1a	406	129	150	81	402	101	302	364
Iqca1l	0	0	0	0	0	0	0	0
Ffar2	2	1	1	0	2	0	0	2
Wdr62	39	12	15	7	41	8	25	23
Ythdf1	542	120	214	175	470	171	352	533
Cfap74	6	0	0	0	0	0	2	5
Slc16a4	4	0	1	0	3	1	3	7
Atl3	2256	559	1327	616	1911	948	1283	1476
Cops8	408	86	180	81	494	108	300	288
Baiap2	509	157	225	90	612	137	434	456
Olfr1019	0	0	0	0	0	0	0	0
Exd2	172	31	65	20	190	39	145	139
4833439L19Rik	755	10	26	5	672	18	478	509
Phc3	358	53	83	44	328	73	187	244
Pxylp1	78	10	10	3	87	7	63	50
Arhgdia	1169	594	1203	566	1157	725	663	886
Bpifb1	0	0	0	0	0	0	0	0
Klk9	0	0	0	0	0	0	0	0
Klk1b27	0	0	0	0	0	0	0	0
Pdxp	10	0	1	1	13	0	2	3
Scamp5	153	21	34	16	153	17	116	130
Ndufb7	981	397	819	324	1135	399	636	878
2510039O18Rik	432	54	74	41	402	47	269	324
Gk2	0	0	0	0	1	0	0	0
Gykl1	0	5	2	0	0	4	0	0
Gck	1657	770	922	578	2093	463	1312	1771
Cnot4	194	40	74	39	182	56	116	164
Spryd3	386	116	180	80	361	85	245	296
Acvrl1	45	13	13	10	55	15	42	35
Tex264	1713	173	336	170	1768	198	869	1069
Taf15	666	274	430	270	651	402	382	560
Pafah1b1	1764	284	697	353	1588	517	1009	1218
Otog	0	0	0	0	0	0	0	0
Fam129a	43	37	60	29	57	37	36	27
Limd1	605	99	111	67	628	80	347	377
Znhit2	396	90	102	53	406	57	238	269
Abca3	592	251	367	550	618	239	432	1155
C77080	1282	121	175	92	1075	128	466	806
Zyx	411	95	268	65	421	155	174	278
Slc26a8	0	0	0	0	0	0	0	0
Zfp27	61	6	15	10	77	19	39	53
Sgsm1	30	9	10	2	36	2	36	19
Hid1	22	15	9	4	26	10	16	14
Crppa	68	6	35	11	69	22	25	33
Zfp287	6	0	5	4	4	2	4	6
Ebf2	1	0	0	0	0	0	0	0
Nubp1	238	72	124	52	247	89	159	194
Cdcp3	1	0	0	0	0	1	0	0
1700029F12Rik	6	0	0	0	3	0	0	4
Ttc5	161	16	34	14	164	24	84	98
Rfx1	80	23	31	12	71	15	44	61
Rpl22	1906	174	391	152	2096	224	1085	1509
Rbfox2	287	19	30	15	296	25	192	252
Mvb12b	25	2	2	2	32	1	13	13
Frem3	1	0	0	1	1	0	0	1
Asphd2	0	0	0	0	0	0	0	0
Tmem259	980	119	163	86	930	114	650	889
Chrm2	0	0	0	0	0	0	0	1
Wdr66	9	0	0	0	5	0	4	5
Gm36176	0	0	0	0	0	0	0	0
Gm3250	0	0	0	0	0	0	0	0
Gm3233	0	0	0	0	0	0	0	0
Vwa3b	15	1	0	1	16	4	5	9
Trip13	19	1	8	3	24	4	9	18
Apol6	1	0	0	0	0	0	0	1
Arap1	794	174	188	101	774	117	642	638
Borcs6	144	10	11	8	192	6	105	119
Ncbp2	580	156	176	83	564	110	358	425
Ms4a7	19	6	21	8	27	12	9	22
Raly	740	376	394	238	795	275	545	660
Pln	3	0	0	0	2	0	4	3
Palm	7	4	7	4	13	2	4	10
Rab8a	893	292	346	234	947	305	545	711
Brpf3	422	60	85	42	347	48	195	287
Hck	128	32	69	36	125	41	55	89
Top2a	104	29	50	12	56	56	42	19
Gdf15	77	20	20	23	71	9	57	176
Rpa2	223	32	69	28	190	52	93	86
Hacl1	6651	2564	4651	2498	7974	2857	4411	6239
Itgb4	49	2	3	4	15	0	46	31
Itk	13	1	2	2	6	0	3	6
Trak1	661	112	158	92	525	128	304	372
Dcaf12l2	1	0	0	0	0	0	1	0
Nim1k	40	3	3	0	48	2	22	16
Slc16a12	916	122	189	84	993	102	679	924
Mark4	173	26	53	16	176	35	97	115
Nlrp10	0	0	0	1	1	2	0	2
Leng9	42	16	20	11	41	18	50	42
Clec1a	42	12	11	6	44	13	19	30
Ssu2	0	0	0	0	0	0	0	0
Kctd8	0	0	0	0	0	0	0	0
Rnf44	651	141	187	114	550	145	379	543
Msl3	661	86	210	91	694	116	392	437
Apex2	76	38	50	25	81	39	65	92
Morf4l2	540	116	133	60	650	95	424	480
Phf11b	14	0	5	2	20	3	5	18
Zmat4	0	0	0	0	0	0	0	0
Klra15	0	0	0	0	0	0	0	0
Uba3	836	183	341	167	861	276	509	567
Morc1	0	0	0	0	0	0	0	0
Ccdc83	0	0	0	0	0	0	0	0
Zfp266	253	75	111	66	181	88	170	189
Strap	1812	309	493	313	1578	371	1070	1365
Msn	365	254	743	300	406	390	249	280
Capn7	790	118	228	121	651	205	444	615
Areg	0	0	1	0	0	0	0	1
Araf	801	153	294	187	672	228	453	561
Cela3a	2	0	0	0	0	0	0	0
Sema4c	48	23	28	14	60	15	40	48
Hilpda	38	5	4	3	34	6	29	28
Psmd4	2490	1316	1706	963	2417	1396	1415	1712
Gm7429	3	0	0	0	2	0	1	3
Mzt2	353	54	114	54	343	66	189	252
Zbtb4	144	11	25	8	160	13	100	87
Spata9	12	0	1	0	8	0	5	9
Spata45	1	0	0	0	1	0	0	0
Hmgxb4	147	14	27	21	141	21	67	80
Snx31	0	0	0	0	0	0	0	0
Hccs	307	66	107	37	287	82	157	209
Cyp27b1	0	0	0	0	0	0	0	1
Cyp2j6	1754	625	840	497	1630	774	893	1050
Cyp2j5	17411	2762	6216	4078	16671	5542	8368	12217
Plxna3	3	2	3	2	5	2	9	5
Atp6v1c1	681	195	304	155	669	229	405	519
Rpl22l1	392	7	59	24	364	41	190	252
Gngt2	76	2	18	9	100	10	50	57
Ggt6	240	59	124	34	310	56	128	134
Gm1140	0	0	0	0	0	0	0	0
Ccdc36	2	0	0	0	5	1	0	3
Cdc42ep4	730	127	168	104	641	105	514	694
Sptssb	2	0	0	0	0	0	3	2
Rnh1	2229	1120	1526	718	2396	898	1450	1617
Adal	220	70	65	38	211	48	157	216
Acan	0	0	0	0	1	0	0	1
Foxf1	17	7	5	2	8	7	14	16
Zrsr1	406	27	78	49	278	55	172	323
Neurod1	0	0	0	0	0	0	0	0
Slc2a6	5	0	3	1	6	5	2	9
Phactr3	0	0	0	0	0	0	0	0
Mtm1	267	125	199	94	282	145	185	225
Neu2	25	5	2	0	16	1	16	11
Gpr137	331	17	15	6	299	10	225	250
Sulf1	17	4	19	1	16	16	4	15
Fgf11	4	0	0	0	4	0	0	2
Prpf40b	126	10	29	8	123	10	87	93
Hyi	771	87	119	63	782	77	541	744
Zfp846	86	5	5	3	65	4	52	57
Rad54l	6	0	2	0	5	4	1	2
Magi2	7	0	0	0	0	0	3	2
Kat2b	1034	144	153	86	948	94	660	880
Hnrnpdl	545	68	124	60	554	77	314	513
Snap47	1543	620	730	383	1743	518	1052	1132
Vmn2r23	0	0	0	0	0	0	0	0
Sh2d5	2	0	0	0	1	0	2	2
Slc38a1	13	5	5	3	26	5	15	12
Cldn12	1497	248	317	229	1241	244	1076	1186
Morc4	84	6	64	17	85	38	17	24
Wwp1	1253	108	143	114	1141	117	951	1108
Gpm6a	32	9	38	5	30	24	11	30
Ryk	458	27	22	15	372	27	334	495
Gm14151	0	0	0	0	0	0	0	0
Amn1	167	32	41	27	176	45	62	104
Elavl2	0	0	0	0	0	0	0	0
Magi1	401	79	126	100	408	103	247	328
Wipf1	86	12	13	7	72	12	54	73
Abhd6	955	192	321	154	850	262	399	456
Eid1	153	42	52	25	183	25	102	121
Sp6	0	0	0	0	0	0	0	0
Pclaf	4	0	0	1	4	1	2	3
Kir3dl2	0	0	0	0	0	0	1	0
Zbtb7b	851	107	145	80	773	86	523	694
Dgkh	33	6	9	4	25	9	30	23
Pf4	13	4	2	0	20	2	12	7
Orc5	401	90	153	96	414	148	259	291
Krtap5-4	0	0	0	0	0	0	0	0
Nt5c	152	87	171	77	182	80	81	128
Sptbn2	890	239	298	144	828	193	812	827
Tpbg	1	0	0	0	1	0	1	0
Tex35	0	0	0	0	0	0	0	0
Rida	21990	6865	13162	5398	25004	10315	9540	11238
Prkaca	774	410	665	309	737	492	481	460
Lrfn3	139	40	22	10	69	20	152	91
Poglut3	90	28	43	17	124	23	55	93
Olfr139	0	0	0	0	0	0	0	0
Olfr181	0	0	0	0	0	0	0	0
Olfr142	0	0	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0	0	0
Tnrc6b	556	102	277	143	508	202	333	391
Sh3yl1	80	11	12	9	78	13	63	90
Il17rb	181	33	47	19	172	26	96	108
Prrc2a	825	264	362	176	685	255	567	682
Gm36712	4	0	0	0	3	0	1	1
Tacc2	553	151	244	148	361	234	273	311
Mdm4	477	19	57	23	413	49	295	335
Sirt1	207	63	67	51	163	80	139	216
Acss2	4015	1862	2067	1266	4167	1301	3207	3792
Ncam1	5	1	6	6	2	1	0	3
Tuft1	96	7	11	11	102	11	40	67
Mbl2	7102	1305	2360	1383	9017	1390	4755	6186
Vmn2r116	0	0	0	0	0	0	0	0
Skint6	0	0	0	0	0	0	0	0
Pphln1	203	74	133	74	208	112	156	147
Lzts3	292	29	44	22	331	33	160	212
Srebf1	1567	606	859	449	2138	445	1260	1519
Tlk2	334	55	114	62	270	79	181	246
Rab13	67	24	24	14	77	21	39	71
Krt6a	0	0	0	0	0	0	0	0
Vamp3	176	22	16	10	160	15	117	144
Nfic	1007	328	453	227	880	257	686	710
Cpne1	362	132	196	138	329	168	247	265
Nectin4	1	0	1	2	4	1	7	4
Zranb2	1072	162	264	125	952	216	715	890
Coq8a	5221	2406	3428	1495	4579	2221	4043	3816
Pcdh12	109	65	80	34	97	49	76	65
Gpr19	80	7	6	3	80	6	49	62
Gm2506	0	0	0	0	0	0	0	0
Olfr1475	0	0	0	0	0	0	0	0
Crtam	0	0	0	1	0	0	1	0
Sema4d	14	1	8	4	17	1	13	5
Ms4a13	0	0	0	0	0	0	0	0
Sun5	0	0	0	0	0	0	0	0
Uap1	707	184	283	190	653	191	385	583
Ptgdr	0	0	0	0	0	0	0	0
Ereg	5	0	0	0	4	0	3	6
Wnt8a	0	0	0	0	0	0	0	0
Stk10	74	30	95	30	99	59	36	41
